order_id,customer_id,order_date,sku,quantity
OTG-ORD-000888,CUST-RESTAURANT-1,2025-04-16,OTK-DEMO-FRZ-002,48
OTG-ORD-000889,CUST-RESTAURANT-1,2025-05-04,OTK-DEMO-FRZ-002,72
OTG-ORD-000890,CUST-RESTAURANT-1,2025-05-07,OTK-DEMO-SAU-016,84
OTG-ORD-000891,CUST-RESTAURANT-1,2025-05-12,OTK-DEMO-MIX-001,50
OTG-ORD-000892,CUST-RESTAURANT-1,2025-06-04,OTK-DEMO-OIL-002,72
OTG-ORD-000893,CUST-RESTAURANT-1,2025-06-07,OTK-DEMO-OIL-002,144
OTG-ORD-000894,CUST-RESTAURANT-1,2025-07-04,OTK-DEMO-SAU-014,168
OTG-ORD-000895,CUST-RESTAURANT-1,2025-07-08,OTK-DEMO-OIL-002,24
OTG-ORD-000896,CUST-RESTAURANT-1,2025-08-06,OTK-DEMO-SOU-009,48
OTG-ORD-000897,CUST-RESTAURANT-1,2025-08-10,OTK-DEMO-FRZ-002,96
OTG-ORD-000898,CUST-RESTAURANT-1,2025-08-13,OTK-DEMO-MIX-005,48
OTG-ORD-000899,CUST-RESTAURANT-1,2025-08-16,OTK-DEMO-MIX-003,140
OTG-ORD-000900,CUST-RESTAURANT-1,2025-09-05,UPC-645175525196,100
OTG-ORD-000901,CUST-RESTAURANT-1,2025-09-09,OTK-DEMO-SAU-002,144
OTG-ORD-000902,CUST-RESTAURANT-1,2025-09-12,OTK-DEMO-SAU-001,72
OTG-ORD-000903,CUST-RESTAURANT-1,2025-09-16,OTK-DEMO-FRZ-008,144
OTG-ORD-000904,CUST-RESTAURANT-1,2025-10-05,OTK-DEMO-MIX-005,48
OTG-ORD-000905,CUST-RESTAURANT-1,2025-10-09,OTK-DEMO-FRZ-006,96
OTG-ORD-000906,CUST-RESTAURANT-1,2025-10-13,OTK-DEMO-CUR-010,168
OTG-ORD-000907,CUST-RESTAURANT-1,2025-10-16,OTK-DEMO-MIX-005,72
OTG-ORD-000908,CUST-RESTAURANT-1,2025-11-04,OTK-DEMO-SAU-002,96
OTG-ORD-000909,CUST-RESTAURANT-1,2025-11-09,OTK-DEMO-FRZ-002,88
OTG-ORD-000910,CUST-RESTAURANT-1,2025-11-11,OTK-DEMO-MIX-001,100
OTG-ORD-000911,CUST-RESTAURANT-1,2025-11-17,OTK-DEMO-OIL-006,108
OTG-ORD-000912,CUST-RESTAURANT-1,2025-12-03,OTK-DEMO-FRZ-002,64
OTG-ORD-000913,CUST-RESTAURANT-1,2025-12-08,OTK-DEMO-SAU-010,144
OTG-ORD-000914,CUST-RESTAURANT-1,2025-12-13,OTK-DEMO-FRZ-001,64
OTG-ORD-000915,CUST-RESTAURANT-1,2025-12-17,OTK-DEMO-SAU-014,144
OTG-ORD-000916,CUST-RESTAURANT-1,2026-01-06,OTK-DEMO-FRZ-005,112
OTG-ORD-000917,CUST-RESTAURANT-1,2026-01-10,OTK-DEMO-FRZ-008,60
OTG-ORD-000918,CUST-RESTAURANT-1,2026-02-05,OTK-DEMO-FRZ-006,96
OTG-ORD-000919,CUST-RESTAURANT-1,2026-02-10,OTK-DEMO-SAU-016,24
OTG-ORD-000920,CUST-RESTAURANT-1,2026-02-12,OTK-DEMO-SAU-010,96
OTG-ORD-000921,CUST-RESTAURANT-1,2026-02-16,OTK-DEMO-SAU-010,96
OTG-ORD-000922,CUST-RESTAURANT-1,2026-03-04,OTK-DEMO-MIX-005,24
OTG-ORD-000923,CUST-RESTAURANT-1,2026-03-08,OTK-DEMO-OIL-005,144
OTG-ORD-000924,CUST-RESTAURANT-1,2026-03-13,OTK-DEMO-FRZ-001,24
OTG-ORD-000925,CUST-RESTAURANT-1,2026-04-03,OTK-DEMO-OIL-002,72
OTG-ORD-000926,CUST-RESTAURANT-1,2026-04-08,OTK-DEMO-SNK-001,24
OTG-ORD-000927,CUST-RESTAURANT-1,2026-04-12,OTK-DEMO-FRZ-006,24
OTG-ORD-000928,CUST-RESTAURANT-1,2026-04-16,OTK-DEMO-OIL-002,144
OTG-ORD-000929,CUST-RESTAURANT-1,2026-05-06,OTK-DEMO-FRZ-001,24
OTG-ORD-000930,CUST-RESTAURANT-1,2026-05-08,OTK-DEMO-SAU-001,156
OTG-ORD-000931,CUST-RESTAURANT-1,2026-05-12,OTK-DEMO-SAU-016,108
OTG-ORD-000932,CUST-RESTAURANT-1,2026-05-18,OTK-DEMO-SAU-001,156
OTG-ORD-000933,CUST-CLUB-MIDWEST,2024-06-03,UPC-645175572640,360
OTG-ORD-000934,CUST-CLUB-MIDWEST,2024-06-08,OTK-DEMO-RAM-014,176
OTG-ORD-000935,CUST-CLUB-MIDWEST,2024-06-11,OTK-DEMO-SAU-010,420
OTG-ORD-000936,CUST-CLUB-MIDWEST,2024-06-17,OTK-DEMO-SOU-010,408
OTG-ORD-000937,CUST-CLUB-MIDWEST,2024-07-06,08252K,660
OTG-ORD-000938,CUST-CLUB-MIDWEST,2024-07-09,OTK-DEMO-RIC-007,480
OTG-ORD-000939,CUST-CLUB-MIDWEST,2024-08-05,UPC-645175572640,720
OTG-ORD-000940,CUST-CLUB-MIDWEST,2024-08-09,OTK-DEMO-RIC-001,396
OTG-ORD-000941,CUST-CLUB-MIDWEST,2024-09-06,OTK-DEMO-RIC-008,552
OTG-ORD-000942,CUST-CLUB-MIDWEST,2024-09-09,OTK-DEMO-RIC-007,276
OTG-ORD-000943,CUST-CLUB-MIDWEST,2024-09-13,03632K,2328
OTG-ORD-000944,CUST-CLUB-MIDWEST,2024-10-03,08253K,360
OTG-ORD-000945,CUST-CLUB-MIDWEST,2024-10-08,UPC-645175525196,360
OTG-ORD-000946,CUST-CLUB-MIDWEST,2024-10-11,UPC-645175572640,720
OTG-ORD-000947,CUST-CLUB-MIDWEST,2024-10-16,OTK-DEMO-CUR-011,1080
OTG-ORD-000948,CUST-CLUB-MIDWEST,2024-11-05,OTK-DEMO-SAU-008,720
OTG-ORD-000949,CUST-CLUB-MIDWEST,2024-11-09,OTK-DEMO-RIC-001,648
OTG-ORD-000950,CUST-CLUB-MIDWEST,2024-11-13,OTK-DEMO-RAM-014,224
OTG-ORD-000951,CUST-CLUB-MIDWEST,2024-11-18,02208K,720
OTG-ORD-000952,CUST-CLUB-MIDWEST,2024-12-03,OTK-DEMO-RIC-007,360
OTG-ORD-000953,CUST-CLUB-MIDWEST,2024-12-07,OTK-DEMO-OIL-001,1440
OTG-ORD-000954,CUST-CLUB-MIDWEST,2025-01-03,03633K,720
OTG-ORD-000955,CUST-CLUB-MIDWEST,2025-01-07,UPC-645175572640,440
OTG-ORD-000956,CUST-CLUB-MIDWEST,2025-01-11,OTK-DEMO-OIL-001,492
OTG-ORD-000957,CUST-CLUB-MIDWEST,2025-02-06,UPC-645175525196,840
OTG-ORD-000958,CUST-CLUB-MIDWEST,2025-02-08,03632K,1440
OTG-ORD-000959,CUST-CLUB-MIDWEST,2025-02-11,OTK-DEMO-MIX-007,480
OTG-ORD-000960,CUST-CLUB-MIDWEST,2025-02-17,OTK-DEMO-RAM-014,848
OTG-ORD-000961,CUST-CLUB-MIDWEST,2025-03-06,08253K,720
OTG-ORD-000962,CUST-CLUB-MIDWEST,2025-03-08,OTK-DEMO-SAU-016,180
OTG-ORD-000963,CUST-CLUB-MIDWEST,2025-04-06,UPC-645175572640,180
OTG-ORD-000964,CUST-CLUB-MIDWEST,2025-04-08,UPC-645175572640,480
OTG-ORD-000965,CUST-CLUB-MIDWEST,2025-04-11,03633K,240
OTG-ORD-000966,CUST-CLUB-MIDWEST,2025-04-18,UPC-645175572640,180
OTG-ORD-000967,CUST-CLUB-MIDWEST,2025-05-05,OTK-DEMO-FRZ-002,720
OTG-ORD-000968,CUST-CLUB-MIDWEST,2025-05-09,08253K,1440
OTG-ORD-000969,CUST-CLUB-MIDWEST,2025-06-03,UPC-645175572640,240
OTG-ORD-000970,CUST-CLUB-MIDWEST,2025-06-10,02208K,216
OTG-ORD-000971,CUST-CLUB-MIDWEST,2025-06-14,OTK-DEMO-RAM-014,480
OTG-ORD-000972,CUST-CLUB-MIDWEST,2025-06-17,08252K,960
OTG-ORD-000973,CUST-CLUB-MIDWEST,2025-07-04,08252K,340
OTG-ORD-000974,CUST-CLUB-MIDWEST,2025-07-07,OTK-DEMO-OIL-001,2160
OTG-ORD-000975,CUST-CLUB-MIDWEST,2025-07-14,03632K,720
OTG-ORD-000976,CUST-CLUB-MIDWEST,2025-08-06,OTK-DEMO-RAM-014,176
OTG-ORD-000977,CUST-CLUB-MIDWEST,2025-08-07,UPC-645175525196,720
OTG-ORD-000978,CUST-CLUB-MIDWEST,2025-09-04,03633K,288
OTG-ORD-000979,CUST-CLUB-MIDWEST,2025-09-08,OTK-DEMO-RAM-014,480
OTG-ORD-000980,CUST-CLUB-MIDWEST,2025-09-13,OTK-DEMO-SAU-016,180
OTG-ORD-000981,CUST-CLUB-MIDWEST,2025-09-15,OTK-DEMO-RIC-001,414
OTG-ORD-000982,CUST-CLUB-MIDWEST,2025-10-06,08252K,960
OTG-ORD-000983,CUST-CLUB-MIDWEST,2025-10-08,OTK-DEMO-OIL-001,792
OTG-ORD-000984,CUST-CLUB-MIDWEST,2025-11-05,OTK-DEMO-SAU-001,240
OTG-ORD-000985,CUST-CLUB-MIDWEST,2025-11-08,UPC-645175525196,860
OTG-ORD-000986,CUST-CLUB-MIDWEST,2025-11-13,OTK-DEMO-RIC-001,954
OTG-ORD-000987,CUST-CLUB-MIDWEST,2025-11-17,UPC-645175525196,440
OTG-ORD-000988,CUST-CLUB-MIDWEST,2025-12-04,OTK-DEMO-SAU-010,480
OTG-ORD-000989,CUST-CLUB-MIDWEST,2025-12-09,OTK-DEMO-SAU-016,240
OTG-ORD-000990,CUST-CLUB-MIDWEST,2026-01-06,OTK-DEMO-RIC-001,774
OTG-ORD-000991,CUST-CLUB-MIDWEST,2026-01-07,OTK-DEMO-OIL-004,492
OTG-ORD-000992,CUST-CLUB-MIDWEST,2026-02-03,OTK-DEMO-RIC-007,180
OTG-ORD-000993,CUST-CLUB-MIDWEST,2026-02-09,UPC-645175572640,220
OTG-ORD-000994,CUST-CLUB-MIDWEST,2026-03-05,OTK-DEMO-OIL-001,540
OTG-ORD-000995,CUST-CLUB-MIDWEST,2026-03-10,OTK-DEMO-RAM-014,240
OTG-ORD-000996,CUST-CLUB-MIDWEST,2026-04-04,UPC-645175525196,360
OTG-ORD-000997,CUST-CLUB-MIDWEST,2026-04-09,08325K,492
OTG-ORD-000998,CUST-CLUB-MIDWEST,2026-04-11,UPC-645175525196,360
OTG-ORD-000999,CUST-CLUB-MIDWEST,2026-05-05,03635K,480
OTG-ORD-001000,CUST-CLUB-MIDWEST,2026-05-10,UPC-645175572640,360
OTG-ORD-001001,CUST-CLUB-MIDWEST,2026-05-12,08253K,360
OTG-ORD-001002,CUST-CLUB-MIDWEST,2026-05-17,OTK-DEMO-FRZ-001,360
OTG-ORD-001003,CUST-SOCAL-MART,2024-06-03,OTK-DEMO-SAU-010,288
OTG-ORD-001004,CUST-SOCAL-MART,2024-06-10,OTK-DEMO-RAM-014,48
OTG-ORD-001005,CUST-SOCAL-MART,2024-06-11,OTK-DEMO-RIC-001,288
OTG-ORD-001006,CUST-SOCAL-MART,2024-06-18,08253K,100
OTG-ORD-001007,CUST-SOCAL-MART,2024-07-04,08258K,112
OTG-ORD-001008,CUST-SOCAL-MART,2024-07-09,OTK-DEMO-RIC-009,72
OTG-ORD-001009,CUST-SOCAL-MART,2024-07-11,08253K,340
OTG-ORD-001010,CUST-SOCAL-MART,2024-08-03,08324K,72
OTG-ORD-001011,CUST-SOCAL-MART,2024-08-08,03477K,48
OTG-ORD-001012,CUST-SOCAL-MART,2024-08-13,OTK-DEMO-OIL-001,144
OTG-ORD-001013,CUST-SOCAL-MART,2024-08-16,08258K,240
OTG-ORD-001014,CUST-SOCAL-MART,2024-08-22,OTK-DEMO-RIC-009,204
OTG-ORD-001015,CUST-SOCAL-MART,2024-09-06,08256K,120
OTG-ORD-001016,CUST-SOCAL-MART,2024-09-07,08324K,96
OTG-ORD-001017,CUST-SOCAL-MART,2024-09-14,OTK-DEMO-RIC-001,162
OTG-ORD-001018,CUST-SOCAL-MART,2024-09-16,03632K,576
OTG-ORD-001019,CUST-SOCAL-MART,2024-09-21,08253K,220
OTG-ORD-001020,CUST-SOCAL-MART,2024-10-05,OTK-DEMO-SNK-001,180
OTG-ORD-001021,CUST-SOCAL-MART,2024-10-08,08253K,360
OTG-ORD-001022,CUST-SOCAL-MART,2024-10-12,OTK-DEMO-SAU-013,96
OTG-ORD-001023,CUST-SOCAL-MART,2024-11-04,OTK-DEMO-RAM-014,288
OTG-ORD-001024,CUST-SOCAL-MART,2024-11-10,08256K,120
OTG-ORD-001025,CUST-SOCAL-MART,2024-11-11,OTK-DEMO-RAM-014,224
OTG-ORD-001026,CUST-SOCAL-MART,2024-11-16,08252K,640
OTG-ORD-001027,CUST-SOCAL-MART,2024-12-05,08252K,300
OTG-ORD-001028,CUST-SOCAL-MART,2024-12-07,OTK-DEMO-SOU-003,132
OTG-ORD-001029,CUST-SOCAL-MART,2024-12-13,08256K,60
OTG-ORD-001030,CUST-SOCAL-MART,2024-12-17,08253K,700
OTG-ORD-001031,CUST-SOCAL-MART,2024-12-19,OTK-DEMO-OIL-001,288
OTG-ORD-001032,CUST-SOCAL-MART,2025-01-03,03477K,96
OTG-ORD-001033,CUST-SOCAL-MART,2025-01-07,OTK-DEMO-RIC-009,108
OTG-ORD-001034,CUST-SOCAL-MART,2025-01-13,08257K,144
OTG-ORD-001035,CUST-SOCAL-MART,2025-02-05,OTK-DEMO-RAM-014,288
OTG-ORD-001036,CUST-SOCAL-MART,2025-02-08,OTK-DEMO-RIC-009,240
OTG-ORD-001037,CUST-SOCAL-MART,2025-02-12,OTK-DEMO-OIL-004,72
OTG-ORD-001038,CUST-SOCAL-MART,2025-02-17,OTK-DEMO-SAU-013,180
OTG-ORD-001039,CUST-SOCAL-MART,2025-03-06,08324K,180
OTG-ORD-001040,CUST-SOCAL-MART,2025-03-08,OTK-DEMO-RIC-001,234
OTG-ORD-001041,CUST-SOCAL-MART,2025-03-13,OTK-DEMO-SOU-003,48
OTG-ORD-001042,CUST-SOCAL-MART,2025-03-16,OTK-DEMO-OIL-001,480
OTG-ORD-001043,CUST-SOCAL-MART,2025-03-20,OTK-DEMO-RAM-014,64
OTG-ORD-001044,CUST-SOCAL-MART,2025-04-06,OTK-DEMO-FRZ-005,240
OTG-ORD-001045,CUST-SOCAL-MART,2025-04-10,08253K,480
OTG-ORD-001046,CUST-SOCAL-MART,2025-04-11,03632K,192
OTG-ORD-001047,CUST-SOCAL-MART,2025-04-16,OTK-DEMO-RIC-001,144
OTG-ORD-001048,CUST-SOCAL-MART,2025-04-22,03632K,192
OTG-ORD-001049,CUST-SOCAL-MART,2025-05-03,OTK-DEMO-RAM-003,40
OTG-ORD-001050,CUST-SOCAL-MART,2025-05-08,OTK-DEMO-OIL-001,192
OTG-ORD-001051,CUST-SOCAL-MART,2025-05-14,03632K,192
OTG-ORD-001052,CUST-SOCAL-MART,2025-05-18,OTK-DEMO-RIC-009,72
OTG-ORD-001053,CUST-SOCAL-MART,2025-05-22,OTK-DEMO-RIC-001,288
OTG-ORD-001054,CUST-SOCAL-MART,2025-06-03,OTK-DEMO-SAU-013,84
OTG-ORD-001055,CUST-SOCAL-MART,2025-06-07,OTK-DEMO-OIL-001,360
OTG-ORD-001056,CUST-SOCAL-MART,2025-06-12,OTK-DEMO-RIC-001,90
OTG-ORD-001057,CUST-SOCAL-MART,2025-07-06,08324K,48
OTG-ORD-001058,CUST-SOCAL-MART,2025-07-08,08258K,224
OTG-ORD-001059,CUST-SOCAL-MART,2025-07-13,OTK-DEMO-RAM-011,160
OTG-ORD-001060,CUST-SOCAL-MART,2025-07-15,08256K,220
OTG-ORD-001061,CUST-SOCAL-MART,2025-08-04,08253K,140
OTG-ORD-001062,CUST-SOCAL-MART,2025-08-10,OTK-DEMO-RIC-001,540
OTG-ORD-001063,CUST-SOCAL-MART,2025-08-12,08253K,360
OTG-ORD-001064,CUST-SOCAL-MART,2025-09-06,OTK-DEMO-RAM-014,48
OTG-ORD-001065,CUST-SOCAL-MART,2025-09-09,08256K,100
OTG-ORD-001066,CUST-SOCAL-MART,2025-09-13,OTK-DEMO-RAM-014,48
OTG-ORD-001067,CUST-SOCAL-MART,2025-09-18,OTK-DEMO-RIC-004,60
OTG-ORD-001068,CUST-SOCAL-MART,2025-09-20,03477K,96
OTG-ORD-001069,CUST-SOCAL-MART,2025-10-05,08256K,120
OTG-ORD-001070,CUST-SOCAL-MART,2025-10-09,OTK-DEMO-RIC-001,144
OTG-ORD-001071,CUST-SOCAL-MART,2025-10-14,OTK-DEMO-RAM-014,176
OTG-ORD-001072,CUST-SOCAL-MART,2025-10-16,OTK-DEMO-RIC-009,120
OTG-ORD-001073,CUST-SOCAL-MART,2025-11-03,OTK-DEMO-RIC-009,240
OTG-ORD-001074,CUST-SOCAL-MART,2025-11-09,08324K,60
OTG-ORD-001075,CUST-SOCAL-MART,2025-11-14,OTK-DEMO-RIC-009,180
OTG-ORD-001076,CUST-SOCAL-MART,2025-11-18,OTK-DEMO-SAU-013,180
OTG-ORD-001077,CUST-SOCAL-MART,2025-12-03,08258K,160
OTG-ORD-001078,CUST-SOCAL-MART,2025-12-10,OTK-DEMO-RIC-011,120
OTG-ORD-001079,CUST-SOCAL-MART,2025-12-11,OTK-DEMO-RAM-014,96
OTG-ORD-001080,CUST-SOCAL-MART,2025-12-17,OTK-DEMO-SAU-002,96
OTG-ORD-001081,CUST-SOCAL-MART,2025-12-22,OTK-DEMO-SAU-013,180
OTG-ORD-001082,CUST-SOCAL-MART,2026-01-05,OTK-DEMO-RIC-009,72
OTG-ORD-001083,CUST-SOCAL-MART,2026-01-09,OTK-DEMO-FRZ-005,208
OTG-ORD-001084,CUST-SOCAL-MART,2026-01-14,08253K,360
OTG-ORD-001085,CUST-SOCAL-MART,2026-01-15,OTK-DEMO-RAM-005,160
OTG-ORD-001086,CUST-SOCAL-MART,2026-02-05,08253K,420
OTG-ORD-001087,CUST-SOCAL-MART,2026-02-09,03632K,360
OTG-ORD-001088,CUST-SOCAL-MART,2026-02-11,OTK-DEMO-SAU-002,72
OTG-ORD-001089,CUST-SOCAL-MART,2026-02-16,OTK-DEMO-RIC-001,198
OTG-ORD-001090,CUST-SOCAL-MART,2026-03-03,08256K,120
OTG-ORD-001091,CUST-SOCAL-MART,2026-03-08,OTK-DEMO-SAU-002,120
OTG-ORD-001092,CUST-SOCAL-MART,2026-03-11,OTK-DEMO-SAU-013,48
OTG-ORD-001093,CUST-SOCAL-MART,2026-04-05,OTK-DEMO-RAM-011,96
OTG-ORD-001094,CUST-SOCAL-MART,2026-04-10,08324K,48
OTG-ORD-001095,CUST-SOCAL-MART,2026-04-12,08324K,72
OTG-ORD-001096,CUST-SOCAL-MART,2026-04-17,03633K,192
OTG-ORD-001097,CUST-SOCAL-MART,2026-04-19,OTK-DEMO-RIC-001,360
OTG-ORD-001098,CUST-SOCAL-MART,2026-05-05,OTK-DEMO-RIC-009,180
OTG-ORD-001099,CUST-SOCAL-MART,2026-05-08,OTK-DEMO-SNK-001,48
OTG-ORD-001100,CUST-SOCAL-MART,2026-05-13,OTK-DEMO-MIX-008,240
OTG-ORD-001101,CUST-SOCAL-MART,2026-05-18,08252K,480
OTG-ORD-001102,CUST-CANADA-DIST,2024-06-06,OTK-DEMO-TEA-001,220
OTG-ORD-001103,CUST-CANADA-DIST,2024-06-07,OTK-DEMO-MIX-008,180
OTG-ORD-001104,CUST-CANADA-DIST,2024-06-14,08252K,360
OTG-ORD-001105,CUST-CANADA-DIST,2024-06-15,03632K,720
OTG-ORD-001106,CUST-CANADA-DIST,2024-06-20,OTK-DEMO-OIL-001,1080
OTG-ORD-001107,CUST-CANADA-DIST,2024-07-04,03635K,540
OTG-ORD-001108,CUST-CANADA-DIST,2024-07-10,03477K,528
OTG-ORD-001109,CUST-CANADA-DIST,2024-07-14,OTK-DEMO-RIC-003,540
OTG-ORD-001110,CUST-CANADA-DIST,2024-07-18,OTK-DEMO-FRZ-002,360
OTG-ORD-001111,CUST-CANADA-DIST,2024-07-20,03635K,240
OTG-ORD-001112,CUST-CANADA-DIST,2024-08-05,03632K,288
OTG-ORD-001113,CUST-CANADA-DIST,2024-08-07,OTK-DEMO-RIC-001,612
OTG-ORD-001114,CUST-CANADA-DIST,2024-08-12,OTK-DEMO-FRZ-002,176
OTG-ORD-001115,CUST-CANADA-DIST,2024-09-04,OTK-DEMO-RIC-003,144
OTG-ORD-001116,CUST-CANADA-DIST,2024-09-10,OTK-DEMO-FRZ-002,544
OTG-ORD-001117,CUST-CANADA-DIST,2024-09-14,OTK-DEMO-RAM-005,180
OTG-ORD-001118,CUST-CANADA-DIST,2024-10-03,08262K,176
OTG-ORD-001119,CUST-CANADA-DIST,2024-10-07,OTK-DEMO-MIX-008,360
OTG-ORD-001120,CUST-CANADA-DIST,2024-10-13,08252K,1080
OTG-ORD-001121,CUST-CANADA-DIST,2024-10-16,OTK-DEMO-VNG-004,600
OTG-ORD-001122,CUST-CANADA-DIST,2024-10-22,OTK-DEMO-SAU-002,120
OTG-ORD-001123,CUST-CANADA-DIST,2024-11-04,OTK-DEMO-RIC-001,720
OTG-ORD-001124,CUST-CANADA-DIST,2024-11-10,OTK-DEMO-SAU-004,180
OTG-ORD-001125,CUST-CANADA-DIST,2024-11-13,03477K,240
OTG-ORD-001126,CUST-CANADA-DIST,2024-11-18,OTK-DEMO-VNG-004,588
OTG-ORD-001127,CUST-CANADA-DIST,2024-11-22,08253K,1940
OTG-ORD-001128,CUST-CANADA-DIST,2024-12-03,02208K,192
OTG-ORD-001129,CUST-CANADA-DIST,2024-12-09,03477K,240
OTG-ORD-001130,CUST-CANADA-DIST,2024-12-11,08252K,460
OTG-ORD-001131,CUST-CANADA-DIST,2024-12-15,OTK-DEMO-RIC-003,120
OTG-ORD-001132,CUST-CANADA-DIST,2024-12-20,OTK-DEMO-SOU-009,240
OTG-ORD-001133,CUST-CANADA-DIST,2024-12-26,OTK-DEMO-FRZ-002,672
OTG-ORD-001134,CUST-CANADA-DIST,2025-01-06,03632K,360
OTG-ORD-001135,CUST-CANADA-DIST,2025-01-09,03477K,240
OTG-ORD-001136,CUST-CANADA-DIST,2025-01-13,08253K,680
OTG-ORD-001137,CUST-CANADA-DIST,2025-01-18,OTK-DEMO-TEA-003,120
OTG-ORD-001138,CUST-CANADA-DIST,2025-02-06,03635K,360
OTG-ORD-001139,CUST-CANADA-DIST,2025-02-09,08253K,840
OTG-ORD-001140,CUST-CANADA-DIST,2025-02-12,03635K,360
OTG-ORD-001141,CUST-CANADA-DIST,2025-02-15,03635K,240
OTG-ORD-001142,CUST-CANADA-DIST,2025-02-22,OTK-DEMO-OIL-001,480
OTG-ORD-001143,CUST-CANADA-DIST,2025-02-23,OTK-DEMO-RIC-003,180
OTG-ORD-001144,CUST-CANADA-DIST,2025-02-28,08253K,840
OTG-ORD-001145,CUST-CANADA-DIST,2025-03-06,OTK-DEMO-VNG-004,360
OTG-ORD-001146,CUST-CANADA-DIST,2025-03-10,03477K,240
OTG-ORD-001147,CUST-CANADA-DIST,2025-03-14,OTK-DEMO-RIC-003,360
OTG-ORD-001148,CUST-CANADA-DIST,2025-03-17,08252K,720
OTG-ORD-001149,CUST-CANADA-DIST,2025-03-20,OTK-DEMO-SOU-001,180
OTG-ORD-001150,CUST-CANADA-DIST,2025-03-25,OTK-DEMO-SAU-004,540
OTG-ORD-001151,CUST-CANADA-DIST,2025-04-03,OTK-DEMO-VNG-004,120
OTG-ORD-001152,CUST-CANADA-DIST,2025-04-08,OTK-DEMO-RIC-012,192
OTG-ORD-001153,CUST-CANADA-DIST,2025-04-11,08253K,240
OTG-ORD-001154,CUST-CANADA-DIST,2025-04-18,OTK-DEMO-SAU-004,120
OTG-ORD-001155,CUST-CANADA-DIST,2025-04-22,OTK-DEMO-MIX-004,180
OTG-ORD-001156,CUST-CANADA-DIST,2025-05-05,OTK-DEMO-SAU-003,600
OTG-ORD-001157,CUST-CANADA-DIST,2025-05-09,OTK-DEMO-RIC-003,180
OTG-ORD-001158,CUST-CANADA-DIST,2025-05-13,OTK-DEMO-TEA-003,240
OTG-ORD-001159,CUST-CANADA-DIST,2025-05-15,08256K,180
OTG-ORD-001160,CUST-CANADA-DIST,2025-05-22,OTK-DEMO-FRZ-002,544
OTG-ORD-001161,CUST-CANADA-DIST,2025-06-06,OTK-DEMO-RIC-012,240
OTG-ORD-001162,CUST-CANADA-DIST,2025-06-07,03635K,540
OTG-ORD-001163,CUST-CANADA-DIST,2025-06-14,OTK-DEMO-CAN-002,528
OTG-ORD-001164,CUST-CANADA-DIST,2025-07-05,OTK-DEMO-RIC-001,720
OTG-ORD-001165,CUST-CANADA-DIST,2025-07-10,OTK-DEMO-SAU-016,288
OTG-ORD-001166,CUST-CANADA-DIST,2025-07-12,OTK-DEMO-RIC-003,240
OTG-ORD-001167,CUST-CANADA-DIST,2025-07-15,OTK-DEMO-MIX-008,240
OTG-ORD-001168,CUST-CANADA-DIST,2025-07-20,OTK-DEMO-MIX-008,180
OTG-ORD-001169,CUST-CANADA-DIST,2025-08-06,OTK-DEMO-SOU-007,120
OTG-ORD-001170,CUST-CANADA-DIST,2025-08-09,OTK-DEMO-RIC-001,270
OTG-ORD-001171,CUST-CANADA-DIST,2025-08-14,03632K,432
OTG-ORD-001172,CUST-CANADA-DIST,2025-09-06,OTK-DEMO-RIC-001,414
OTG-ORD-001173,CUST-CANADA-DIST,2025-09-08,OTK-DEMO-SOU-009,360
OTG-ORD-001174,CUST-CANADA-DIST,2025-09-14,OTK-DEMO-SOU-009,120
OTG-ORD-001175,CUST-CANADA-DIST,2025-09-15,OTK-DEMO-RIC-001,612
OTG-ORD-001176,CUST-CANADA-DIST,2025-09-21,OTK-DEMO-SOU-001,540
OTG-ORD-001177,CUST-CANADA-DIST,2025-10-06,OTK-DEMO-SAU-013,360
OTG-ORD-001178,CUST-CANADA-DIST,2025-10-08,OTK-DEMO-RIC-001,486
OTG-ORD-001179,CUST-CANADA-DIST,2025-10-14,OTK-DEMO-SAU-004,360
OTG-ORD-001180,CUST-CANADA-DIST,2025-10-16,OTK-DEMO-RIC-012,120
OTG-ORD-001181,CUST-CANADA-DIST,2025-10-21,03635K,132
OTG-ORD-001182,CUST-CANADA-DIST,2025-11-06,OTK-DEMO-RIC-012,120
OTG-ORD-001183,CUST-CANADA-DIST,2025-11-09,08252K,580
OTG-ORD-001184,CUST-CANADA-DIST,2025-11-11,OTK-DEMO-SAU-001,180
OTG-ORD-001185,CUST-CANADA-DIST,2025-11-18,OTK-DEMO-TEA-003,240
OTG-ORD-001186,CUST-CANADA-DIST,2025-11-22,OTK-DEMO-SAU-002,360
OTG-ORD-001187,CUST-CANADA-DIST,2025-12-05,03632K,720
OTG-ORD-001188,CUST-CANADA-DIST,2025-12-09,OTK-DEMO-SAU-002,240
OTG-ORD-001189,CUST-CANADA-DIST,2025-12-12,OTK-DEMO-SOU-009,240
OTG-ORD-001190,CUST-CANADA-DIST,2026-01-04,OTK-DEMO-VNG-003,540
OTG-ORD-001191,CUST-CANADA-DIST,2026-01-09,OTK-DEMO-MIX-008,360
OTG-ORD-001192,CUST-CANADA-DIST,2026-01-14,OTK-DEMO-RIC-001,774
OTG-ORD-001193,CUST-CANADA-DIST,2026-01-18,OTK-DEMO-VNG-004,180
OTG-ORD-001194,CUST-CANADA-DIST,2026-02-06,OTK-DEMO-RIC-012,192
OTG-ORD-001195,CUST-CANADA-DIST,2026-02-09,03477K,360
