lot_id,sku,warehouse,quantity_on_hand,received_date,expiration_date,unit_cost
OTG-LOT-00294,OTG-OIL-002,Seattle DC,600,2025-12-06,2026-12-06,36.91
OTG-LOT-00295,OTG-OIL-002,Dallas DC,360,2025-12-11,2026-12-11,24.27
OTG-LOT-00296,OTG-OIL-003,NJ DC,600,2025-06-28,2026-12-20,51.14
OTG-LOT-00297,OTG-OIL-003,Dallas DC,600,2025-11-23,2027-05-17,45.62
OTG-LOT-00298,OTG-OIL-003,Dallas DC,360,2025-10-28,2027-04-21,56.42
OTG-LOT-00299,OTG-OIL-003,Dallas DC,600,2025-08-04,2027-01-26,52.07
OTG-LOT-00300,OTG-OIL-003,NJ DC,1440,2026-03-15,2027-09-06,33.96
OTG-LOT-00301,OTG-OIL-004,NJ DC,480,2025-06-09,2026-12-01,40.62
OTG-LOT-00302,OTG-OIL-004,NJ DC,960,2026-04-17,2027-10-09,28.47
OTG-LOT-00303,OTG-OIL-004,Seattle DC,960,2025-06-23,2026-12-15,56.35
OTG-LOT-00304,OTG-OIL-004,Seattle DC,360,2025-12-29,2027-06-22,44.59
OTG-LOT-00305,OTG-OIL-004,NJ DC,1440,2025-01-25,2026-07-19,55.34
OTG-LOT-00306,OTG-OIL-005,Seattle DC,720,2025-12-23,2027-06-16,46.96
OTG-LOT-00307,OTG-OIL-005,Seattle DC,360,2026-02-12,2027-08-06,35.21
OTG-LOT-00308,OTG-OIL-005,Dallas DC,1200,2025-12-14,2027-06-07,35.17
OTG-LOT-00309,OTG-OIL-005,NJ DC,960,2025-08-23,2027-02-14,39.78
OTG-LOT-00310,OTG-OIL-005,Seattle DC,360,2025-03-22,2026-09-13,25.19
OTG-LOT-00311,OTG-OIL-006,Dallas DC,360,2026-02-26,2027-08-20,53.74
OTG-LOT-00312,OTG-OIL-006,Dallas DC,1200,2026-02-12,2027-08-06,57.28
OTG-LOT-00313,OTG-OIL-006,LA DC,960,2025-07-17,2027-01-08,54.29
OTG-LOT-00314,OTG-OIL-006,NJ DC,600,2026-03-28,2027-09-19,39.65
OTG-LOT-00315,OTG-OIL-006,Dallas DC,720,2025-03-20,2026-09-11,40.13
OTG-LOT-00316,OTG-VNG-001,NJ DC,360,2025-01-15,2026-07-09,27.83
OTG-LOT-00317,OTG-VNG-001,NJ DC,720,2025-02-16,2026-08-10,28.68
OTG-LOT-00318,OTG-VNG-001,Dallas DC,1440,2025-07-13,2027-01-04,24.74
OTG-LOT-00319,OTG-VNG-001,Seattle DC,1200,2026-04-30,2027-10-22,49.5
OTG-LOT-00320,OTG-VNG-001,Seattle DC,1200,2026-02-26,2027-08-20,38.68
OTG-LOT-00321,OTG-VNG-002,Seattle DC,720,2025-02-25,2026-08-19,24.72
OTG-LOT-00322,OTG-VNG-002,LA DC,720,2025-02-26,2026-08-20,30.68
OTG-LOT-00323,OTG-VNG-002,LA DC,360,2025-01-05,2026-06-29,32.0
OTG-LOT-00324,OTG-VNG-002,Seattle DC,1200,2025-01-11,2026-07-05,26.75
OTG-LOT-00325,OTG-VNG-002,Dallas DC,360,2026-01-07,2027-07-01,37.85
OTG-LOT-00326,OTG-VNG-003,Seattle DC,600,2025-09-17,2027-03-11,40.56
OTG-LOT-00327,OTG-VNG-003,NJ DC,480,2025-01-28,2026-07-22,48.57
OTG-LOT-00328,OTG-VNG-003,NJ DC,1200,2025-10-11,2027-04-04,45.24
OTG-LOT-00329,OTG-VNG-003,LA DC,960,2026-02-25,2027-08-19,34.08
OTG-LOT-00330,OTG-VNG-003,NJ DC,480,2025-06-14,2026-12-06,39.7
OTG-LOT-00331,OTG-VNG-004,NJ DC,1440,2026-01-21,2027-07-15,34.03
OTG-LOT-00332,OTG-VNG-004,LA DC,360,2025-09-22,2027-03-16,53.51
OTG-LOT-00333,OTG-VNG-004,NJ DC,480,2025-12-10,2027-06-03,57.16
OTG-LOT-00334,OTG-VNG-004,NJ DC,360,2025-10-25,2027-04-18,40.63
OTG-LOT-00335,OTG-VNG-004,LA DC,360,2025-08-24,2027-02-15,32.34
OTG-LOT-00336,OTG-SSN-001,LA DC,96,2026-01-10,2027-01-10,18.94
OTG-LOT-00337,OTG-SSN-001,Seattle DC,144,2026-04-03,2027-04-03,18.45
OTG-LOT-00338,OTG-SSN-001,LA DC,240,2026-02-14,2027-02-14,23.02
OTG-LOT-00339,OTG-SSN-001,LA DC,360,2026-04-23,2027-04-23,17.92
OTG-LOT-00340,OTG-SSN-001,Seattle DC,144,2025-11-02,2026-11-02,19.09
OTG-LOT-00341,OTG-SSN-002,LA DC,96,2026-03-20,2027-03-20,23.55
OTG-LOT-00342,OTG-SSN-002,NJ DC,480,2025-10-30,2026-10-30,17.2
OTG-LOT-00343,OTG-SSN-002,NJ DC,48,2026-04-21,2027-04-21,20.95
OTG-LOT-00344,OTG-SSN-002,LA DC,144,2026-02-28,2027-02-28,16.17
OTG-LOT-00345,OTG-SSN-002,NJ DC,480,2025-10-12,2026-10-12,13.86
OTG-LOT-00346,OTG-MIX-001,Dallas DC,48,2026-02-10,2027-02-10,26.49
OTG-LOT-00347,OTG-MIX-001,Dallas DC,360,2025-10-07,2026-10-07,19.47
OTG-LOT-00348,OTG-MIX-001,Dallas DC,240,2025-12-29,2026-12-29,24.91
OTG-LOT-00349,OTG-MIX-001,NJ DC,360,2025-07-19,2026-07-19,29.8
OTG-LOT-00350,OTG-MIX-001,Seattle DC,240,2025-11-24,2026-11-24,25.79
OTG-LOT-00351,OTG-MIX-002,LA DC,144,2025-10-23,2026-10-23,15.32
OTG-LOT-00352,OTG-MIX-002,LA DC,96,2026-03-01,2027-03-01,23.84
OTG-LOT-00353,OTG-MIX-002,LA DC,96,2026-01-30,2027-01-30,27.79
OTG-LOT-00354,OTG-MIX-002,Dallas DC,96,2025-12-28,2026-12-28,20.23
OTG-LOT-00355,OTG-MIX-002,LA DC,480,2026-02-20,2027-02-20,17.13
OTG-LOT-00356,OTG-MIX-003,NJ DC,360,2026-04-08,2027-04-08,19.78
OTG-LOT-00357,OTG-MIX-003,NJ DC,240,2025-10-26,2026-10-26,24.13
OTG-LOT-00358,OTG-MIX-003,Dallas DC,360,2026-03-07,2027-03-07,22.41
OTG-LOT-00359,OTG-MIX-003,Dallas DC,96,2025-10-13,2026-10-13,23.84
OTG-LOT-00360,OTG-MIX-003,Seattle DC,96,2025-12-19,2026-12-19,20.44
OTG-LOT-00361,OTG-MIX-004,NJ DC,480,2025-11-06,2026-11-06,29.86
OTG-LOT-00362,OTG-MIX-004,NJ DC,96,2026-01-07,2027-01-07,24.55
OTG-LOT-00363,OTG-MIX-004,NJ DC,360,2025-11-19,2026-11-19,27.28
OTG-LOT-00364,OTG-MIX-004,LA DC,240,2025-08-28,2026-08-28,28.54
OTG-LOT-00365,OTG-MIX-004,NJ DC,240,2026-02-01,2027-02-01,22.69
OTG-LOT-00366,OTG-MIX-005,Dallas DC,144,2025-08-06,2026-08-06,28.2
OTG-LOT-00367,OTG-MIX-005,NJ DC,144,2025-09-04,2026-09-04,21.2
OTG-LOT-00368,OTG-MIX-005,Seattle DC,480,2026-04-03,2027-04-03,28.92
OTG-LOT-00369,OTG-MIX-005,LA DC,96,2025-12-07,2026-12-07,15.87
OTG-LOT-00370,OTG-MIX-005,NJ DC,144,2025-07-16,2026-07-16,17.5
OTG-LOT-00371,OTG-MIX-006,NJ DC,144,2025-09-18,2026-09-18,17.14
OTG-LOT-00372,OTG-MIX-006,NJ DC,48,2026-04-06,2027-04-06,26.37
OTG-LOT-00373,OTG-MIX-006,Dallas DC,144,2025-12-29,2026-12-29,19.7
OTG-LOT-00374,OTG-MIX-006,NJ DC,240,2025-10-01,2026-10-01,25.08
OTG-LOT-00375,OTG-MIX-006,NJ DC,144,2026-01-26,2027-01-26,20.22
OTG-LOT-00376,OTG-MIX-007,NJ DC,96,2025-12-06,2026-12-06,16.55
OTG-LOT-00377,OTG-MIX-007,NJ DC,48,2026-03-15,2027-03-15,27.5
OTG-LOT-00378,OTG-MIX-007,Dallas DC,48,2025-12-15,2026-12-15,21.77
OTG-LOT-00379,OTG-MIX-007,NJ DC,360,2026-02-17,2027-02-17,18.89
OTG-LOT-00380,OTG-MIX-007,Dallas DC,240,2025-10-08,2026-10-08,17.36
OTG-LOT-00381,OTG-MIX-008,Seattle DC,360,2026-01-19,2027-01-19,21.64
OTG-LOT-00382,OTG-MIX-008,NJ DC,144,2026-03-08,2027-03-08,26.07
OTG-LOT-00383,OTG-MIX-008,LA DC,480,2025-11-04,2026-11-04,17.7
OTG-LOT-00384,OTG-MIX-008,LA DC,480,2026-03-22,2027-03-22,25.3
OTG-LOT-00385,OTG-MIX-008,Seattle DC,48,2025-10-24,2026-10-24,23.5
OTG-LOT-00386,OTG-MIX-009,LA DC,240,2026-01-20,2027-01-20,24.64
OTG-LOT-00387,OTG-MIX-009,Dallas DC,480,2025-07-19,2026-07-19,21.08
OTG-LOT-00388,OTG-MIX-009,LA DC,360,2026-01-30,2027-01-30,19.88
OTG-LOT-00389,OTG-MIX-009,NJ DC,240,2026-03-26,2027-03-26,17.45
OTG-LOT-00390,OTG-MIX-009,NJ DC,360,2026-03-21,2027-03-21,29.09
OTG-LOT-00391,OTG-MIX-010,Dallas DC,48,2025-08-13,2026-08-13,27.92
OTG-LOT-00392,OTG-MIX-010,Seattle DC,144,2025-08-17,2026-08-17,24.59
OTG-LOT-00393,OTG-MIX-010,NJ DC,360,2026-04-20,2027-04-20,26.65
OTG-LOT-00394,OTG-MIX-010,Seattle DC,360,2026-01-06,2027-01-06,16.42
OTG-LOT-00395,OTG-MIX-010,Dallas DC,240,2025-10-22,2026-10-22,28.62
OTG-LOT-00396,OTG-MIX-011,Seattle DC,48,2025-12-20,2026-12-20,26.08
OTG-LOT-00397,OTG-MIX-011,NJ DC,240,2025-10-28,2026-10-28,20.79
OTG-LOT-00398,OTG-MIX-011,NJ DC,360,2026-05-10,2027-05-10,27.53
OTG-LOT-00399,OTG-MIX-011,LA DC,48,2025-10-09,2026-10-09,20.7
OTG-LOT-00400,OTG-MIX-011,Dallas DC,240,2026-01-22,2027-01-22,28.4
OTG-LOT-00401,OTG-MIX-012,NJ DC,360,2025-12-04,2026-12-04,15.19
OTG-LOT-00402,OTG-MIX-012,NJ DC,96,2025-12-21,2026-12-21,15.83
OTG-LOT-00403,OTG-MIX-012,NJ DC,144,2026-05-02,2027-05-02,16.88
OTG-LOT-00404,OTG-MIX-012,NJ DC,96,2026-02-24,2027-02-24,22.6
OTG-LOT-00405,OTG-MIX-012,LA DC,240,2025-09-05,2026-09-05,18.12
OTG-LOT-00406,OTG-SOU-001,LA DC,144,2025-12-21,2026-12-21,20.88
OTG-LOT-00407,OTG-SOU-001,Dallas DC,240,2026-04-25,2027-04-25,27.22
OTG-LOT-00408,OTG-SOU-001,Dallas DC,960,2025-10-20,2026-10-20,24.17
OTG-LOT-00409,OTG-SOU-001,LA DC,960,2026-01-14,2027-01-14,20.66
OTG-LOT-00410,OTG-SOU-001,NJ DC,960,2025-12-15,2026-12-15,19.86
OTG-LOT-00411,OTG-SOU-002,NJ DC,960,2025-06-28,2026-06-28,23.59
OTG-LOT-00412,OTG-SOU-002,Dallas DC,960,2025-10-16,2026-10-16,28.24
OTG-LOT-00413,OTG-SOU-002,LA DC,720,2026-03-27,2027-03-27,31.8
OTG-LOT-00414,OTG-SOU-002,Dallas DC,360,2026-01-29,2027-01-29,19.47
OTG-LOT-00415,OTG-SOU-002,NJ DC,144,2025-11-19,2026-11-19,27.27
OTG-LOT-00416,OTG-SOU-003,Dallas DC,480,2026-04-14,2027-04-14,34.34
OTG-LOT-00417,OTG-SOU-003,Seattle DC,240,2025-10-18,2026-10-18,21.13
OTG-LOT-00418,OTG-SOU-003,Seattle DC,960,2026-01-15,2027-01-15,33.88
OTG-LOT-00419,OTG-SOU-003,LA DC,240,2025-10-26,2026-10-26,33.66
OTG-LOT-00420,OTG-SOU-003,NJ DC,720,2026-01-31,2027-01-31,26.64
OTG-LOT-00421,OTG-SOU-004,Dallas DC,360,2026-01-28,2027-01-28,19.81
OTG-LOT-00422,OTG-SOU-004,Seattle DC,240,2026-03-15,2027-03-15,34.15
OTG-LOT-00423,OTG-SOU-004,Seattle DC,960,2025-07-01,2026-07-01,31.69
OTG-LOT-00424,OTG-SOU-004,Dallas DC,144,2025-09-17,2026-09-17,34.75
OTG-LOT-00425,OTG-SOU-004,NJ DC,240,2026-01-22,2027-01-22,23.42
OTG-LOT-00426,OTG-SOU-005,LA DC,960,2025-12-04,2026-12-04,31.52
OTG-LOT-00427,OTG-SOU-005,NJ DC,240,2026-03-04,2027-03-04,35.56
OTG-LOT-00428,OTG-SOU-005,NJ DC,960,2025-12-27,2026-12-27,28.48
OTG-LOT-00429,OTG-SOU-005,NJ DC,480,2025-07-22,2026-07-22,20.5
OTG-LOT-00430,OTG-SOU-005,Dallas DC,360,2025-12-14,2026-12-14,21.55
OTG-LOT-00431,OTG-SOU-006,LA DC,360,2025-12-13,2026-08-10,30.68
OTG-LOT-00432,OTG-SOU-006,LA DC,240,2026-04-23,2026-12-19,34.58
OTG-LOT-00433,OTG-SOU-006,Dallas DC,240,2026-03-26,2026-11-21,19.94
OTG-LOT-00434,OTG-SOU-006,LA DC,360,2026-03-12,2026-11-07,25.9
OTG-LOT-00435,OTG-SOU-006,Dallas DC,240,2026-02-12,2026-10-10,25.52
OTG-LOT-00436,OTG-SOU-007,Dallas DC,144,2026-05-03,2026-12-29,26.59
OTG-LOT-00437,OTG-SOU-007,Dallas DC,960,2025-11-06,2026-07-04,24.48
OTG-LOT-00438,OTG-SOU-007,LA DC,960,2026-02-04,2026-10-02,34.76
OTG-LOT-00439,OTG-SOU-007,NJ DC,720,2026-04-15,2026-12-11,26.36
OTG-LOT-00440,OTG-SOU-007,Dallas DC,144,2026-03-24,2026-11-19,26.12
OTG-LOT-00441,OTG-SOU-008,LA DC,720,2026-04-11,2026-12-07,19.49
OTG-LOT-00442,OTG-SOU-008,Dallas DC,960,2026-03-27,2026-11-22,25.72
OTG-LOT-00443,OTG-SOU-008,Dallas DC,720,2026-04-17,2026-12-13,26.24
OTG-LOT-00444,OTG-SOU-008,Dallas DC,144,2026-05-11,2027-01-06,29.38
OTG-LOT-00445,OTG-SOU-008,LA DC,720,2025-12-16,2026-08-13,35.57
OTG-LOT-00446,OTG-SOU-009,LA DC,720,2026-03-05,2026-10-31,19.14
OTG-LOT-00447,OTG-SOU-009,Dallas DC,480,2026-02-26,2026-10-24,35.51
OTG-LOT-00448,OTG-SOU-009,Seattle DC,960,2026-04-20,2026-12-16,21.47
OTG-LOT-00449,OTG-SOU-009,Seattle DC,960,2026-03-14,2026-11-09,25.59
OTG-LOT-00450,OTG-SOU-009,NJ DC,480,2026-02-15,2026-10-13,35.38
OTG-LOT-00451,OTG-SOU-010,Dallas DC,480,2026-04-02,2026-11-28,21.79
OTG-LOT-00452,OTG-SOU-010,Seattle DC,240,2026-02-25,2026-10-23,20.42
OTG-LOT-00453,OTG-SOU-010,Dallas DC,240,2026-04-17,2026-12-13,22.08
OTG-LOT-00454,OTG-SOU-010,NJ DC,960,2026-02-13,2026-10-11,19.18
OTG-LOT-00455,OTG-SOU-010,LA DC,480,2026-05-10,2027-01-05,26.64
OTG-LOT-00456,OTG-FRZ-001,Seattle DC,720,2025-06-24,2026-12-16,34.98
OTG-LOT-00457,OTG-FRZ-001,Seattle DC,720,2025-07-01,2026-12-23,53.07
OTG-LOT-00458,OTG-FRZ-001,LA DC,720,2025-07-09,2026-12-31,48.51
OTG-LOT-00459,OTG-FRZ-001,Dallas DC,360,2026-01-04,2027-06-28,57.08
OTG-LOT-00460,OTG-FRZ-001,Seattle DC,240,2025-02-09,2026-08-03,29.48
OTG-LOT-00461,OTG-FRZ-002,LA DC,960,2025-10-07,2027-03-31,38.07
OTG-LOT-00462,OTG-FRZ-002,NJ DC,144,2025-07-04,2026-12-26,55.46
OTG-LOT-00463,OTG-FRZ-002,LA DC,240,2025-07-07,2026-12-29,30.27
OTG-LOT-00464,OTG-FRZ-002,NJ DC,240,2025-07-05,2026-12-27,57.43
OTG-LOT-00465,OTG-FRZ-002,Seattle DC,480,2025-07-16,2027-01-07,52.92
OTG-LOT-00466,OTG-FRZ-003,Dallas DC,720,2025-02-18,2026-08-12,62.85
OTG-LOT-00467,OTG-FRZ-003,LA DC,720,2026-02-26,2027-08-20,41.99
OTG-LOT-00468,OTG-FRZ-003,NJ DC,360,2025-08-29,2027-02-20,32.84
OTG-LOT-00469,OTG-FRZ-003,Dallas DC,960,2025-02-18,2026-08-12,57.65
OTG-LOT-00470,OTG-FRZ-003,Seattle DC,240,2026-01-12,2027-07-06,49.54
OTG-LOT-00471,OTG-FRZ-004,NJ DC,144,2026-02-07,2027-08-01,44.52
OTG-LOT-00472,OTG-FRZ-004,NJ DC,360,2025-08-11,2027-02-02,59.21
OTG-LOT-00473,OTG-FRZ-004,LA DC,240,2025-10-22,2027-04-15,60.83
OTG-LOT-00474,OTG-FRZ-004,NJ DC,720,2026-03-15,2027-09-06,57.97
OTG-LOT-00475,OTG-FRZ-004,LA DC,144,2025-03-16,2026-09-07,39.79
OTG-LOT-00476,OTG-FRZ-005,Seattle DC,960,2026-01-24,2027-07-18,44.35
OTG-LOT-00477,OTG-FRZ-005,Seattle DC,144,2025-07-22,2027-01-13,55.53
OTG-LOT-00478,OTG-FRZ-005,Seattle DC,144,2025-08-05,2027-01-27,43.92
OTG-LOT-00479,OTG-FRZ-005,Seattle DC,144,2026-02-16,2027-08-10,41.09
OTG-LOT-00480,OTG-FRZ-005,Dallas DC,480,2026-01-27,2027-07-21,40.19
OTG-LOT-00481,OTG-FRZ-006,NJ DC,960,2025-01-11,2026-07-05,38.87
OTG-LOT-00482,OTG-FRZ-006,Dallas DC,240,2026-03-10,2027-09-01,36.03
OTG-LOT-00483,OTG-FRZ-006,Seattle DC,720,2026-01-09,2027-07-03,35.21
OTG-LOT-00484,OTG-FRZ-006,Seattle DC,144,2026-01-19,2027-07-13,49.47
OTG-LOT-00485,OTG-FRZ-006,LA DC,960,2026-02-24,2027-08-18,43.07
OTG-LOT-00486,OTG-FRZ-007,NJ DC,144,2026-05-12,2027-11-03,45.0
OTG-LOT-00487,OTG-FRZ-007,Dallas DC,480,2025-08-04,2027-01-26,58.78
OTG-LOT-00488,OTG-FRZ-007,NJ DC,144,2025-06-24,2026-12-16,34.01
OTG-LOT-00489,OTG-FRZ-007,NJ DC,960,2025-12-22,2027-06-15,63.26
OTG-LOT-00490,OTG-FRZ-007,LA DC,720,2025-12-23,2027-06-16,31.1
OTG-LOT-00491,OTG-FRZ-008,NJ DC,960,2025-10-22,2027-04-15,51.62
OTG-LOT-00492,OTG-FRZ-008,NJ DC,240,2025-06-22,2026-12-14,50.04
OTG-LOT-00493,OTG-FRZ-008,LA DC,240,2026-04-19,2027-10-11,42.14
OTG-LOT-00494,OTG-FRZ-008,LA DC,960,2026-05-04,2027-10-26,44.34
OTG-LOT-00495,OTG-FRZ-008,Seattle DC,240,2025-09-01,2027-02-23,42.65
OTG-LOT-00496,OTG-SNK-001,LA DC,96,2026-03-17,2027-01-11,14.02
OTG-LOT-00497,OTG-SNK-001,Seattle DC,480,2025-12-07,2026-10-03,12.16
OTG-LOT-00498,OTG-SNK-001,Seattle DC,48,2026-03-12,2027-01-06,16.09
OTG-LOT-00499,OTG-SNK-001,NJ DC,480,2026-04-08,2027-02-02,17.8
OTG-LOT-00500,OTG-SNK-001,NJ DC,480,2025-08-26,2026-06-22,17.14
OTG-LOT-00501,OTG-SNK-002,LA DC,48,2025-10-29,2026-08-25,20.55
OTG-LOT-00502,OTG-SNK-002,NJ DC,144,2026-01-14,2026-11-10,12.57
OTG-LOT-00503,OTG-SNK-002,Dallas DC,240,2026-03-31,2027-01-25,15.13
OTG-LOT-00504,OTG-SNK-002,NJ DC,48,2025-08-26,2026-06-22,18.02
OTG-LOT-00505,OTG-SNK-002,LA DC,240,2026-01-25,2026-11-21,14.67
OTG-LOT-00506,OTG-TEA-001,NJ DC,144,2025-06-30,2026-12-22,20.09
OTG-LOT-00507,OTG-TEA-001,NJ DC,360,2025-08-17,2027-02-08,22.54
OTG-LOT-00508,OTG-TEA-001,Dallas DC,480,2025-11-30,2027-05-24,23.25
OTG-LOT-00509,OTG-TEA-001,Seattle DC,480,2026-01-05,2027-06-29,18.73
OTG-LOT-00510,OTG-TEA-001,Seattle DC,480,2025-01-03,2026-06-27,24.52
OTG-LOT-00511,OTG-TEA-002,Seattle DC,48,2026-04-24,2027-10-16,22.72
OTG-LOT-00512,OTG-TEA-002,Seattle DC,144,2026-04-01,2027-09-23,24.96
OTG-LOT-00513,OTG-TEA-002,NJ DC,480,2025-01-16,2026-07-10,23.88
OTG-LOT-00514,OTG-TEA-002,Seattle DC,360,2026-03-18,2027-09-09,25.03
OTG-LOT-00515,OTG-TEA-002,LA DC,96,2025-11-15,2027-05-09,23.35
OTG-LOT-00516,OTG-TEA-003,NJ DC,480,2026-04-15,2027-10-07,15.8
OTG-LOT-00517,OTG-TEA-003,Dallas DC,360,2026-01-26,2027-07-20,17.55
OTG-LOT-00518,OTG-TEA-003,LA DC,144,2025-11-14,2027-05-08,26.02
OTG-LOT-00519,OTG-TEA-003,NJ DC,240,2025-09-10,2027-03-04,16.97
OTG-LOT-00520,OTG-TEA-003,LA DC,360,2025-07-26,2027-01-17,28.74
OTG-LOT-00521,OTG-TEA-004,Dallas DC,240,2026-03-07,2027-08-29,27.28
OTG-LOT-00522,OTG-TEA-004,LA DC,96,2025-08-09,2027-01-31,17.81
OTG-LOT-00523,OTG-TEA-004,Seattle DC,360,2025-07-22,2027-01-13,13.6
OTG-LOT-00524,OTG-TEA-004,NJ DC,96,2026-01-14,2027-07-08,26.95
OTG-LOT-00525,OTG-TEA-004,NJ DC,144,2025-09-16,2027-03-10,26.35
OTG-LOT-00526,OTG-TEA-005,NJ DC,144,2025-09-25,2027-03-19,14.38
OTG-LOT-00527,OTG-TEA-005,LA DC,48,2026-01-08,2027-07-02,26.75
OTG-LOT-00528,OTG-TEA-005,NJ DC,240,2025-03-19,2026-09-10,24.04
OTG-LOT-00529,OTG-TEA-005,Dallas DC,480,2025-07-15,2027-01-06,25.29
OTG-LOT-00530,OTG-TEA-005,Dallas DC,240,2025-10-01,2027-03-25,14.35
OTG-LOT-00531,OTG-CAN-001,NJ DC,48,2026-03-31,2027-09-22,23.72
OTG-LOT-00532,OTG-CAN-001,Seattle DC,48,2026-02-02,2027-07-27,35.26
OTG-LOT-00533,OTG-CAN-001,NJ DC,240,2025-10-29,2027-04-22,21.96
OTG-LOT-00534,OTG-CAN-001,Seattle DC,96,2026-05-05,2027-10-27,41.56
OTG-LOT-00535,OTG-CAN-001,LA DC,360,2025-09-23,2027-03-17,27.54
OTG-LOT-00536,OTG-CAN-002,NJ DC,360,2026-04-28,2027-10-20,34.59
OTG-LOT-00537,OTG-CAN-002,Seattle DC,48,2026-03-22,2027-09-13,39.7
OTG-LOT-00538,OTG-CAN-002,NJ DC,480,2025-06-25,2026-12-17,21.44
OTG-LOT-00539,OTG-CAN-002,NJ DC,96,2026-01-08,2027-07-02,25.27
OTG-LOT-00540,OTG-CAN-002,NJ DC,144,2026-04-23,2027-10-15,36.21
OTG-LOT-00541,OTG-CAN-003,Seattle DC,240,2025-07-01,2026-12-23,31.49
OTG-LOT-00542,OTG-CAN-003,NJ DC,48,2025-12-15,2027-06-08,39.84
OTG-LOT-00543,OTG-CAN-003,NJ DC,360,2026-01-08,2027-07-02,34.7
OTG-LOT-00544,OTG-CAN-003,NJ DC,480,2025-03-25,2026-09-16,43.63
OTG-LOT-00545,OTG-CAN-003,NJ DC,48,2026-02-24,2027-08-18,35.68
OTG-LOT-00546,OTG-SEA-001,Seattle DC,360,2026-02-04,2026-12-01,23.62
OTG-LOT-00547,OTG-SEA-001,Seattle DC,96,2025-09-18,2026-07-15,13.0
OTG-LOT-00548,OTG-SEA-001,Seattle DC,48,2025-10-27,2026-08-23,15.15
OTG-LOT-00549,OTG-SEA-001,Seattle DC,96,2026-03-21,2027-01-15,15.0
OTG-LOT-00550,OTG-SEA-001,Seattle DC,360,2026-01-20,2026-11-16,24.63
OTG-LOT-00551,OTG-SEA-002,LA DC,144,2026-03-15,2027-01-09,14.57
OTG-LOT-00552,OTG-SEA-002,Seattle DC,360,2026-02-22,2026-12-19,20.36
OTG-LOT-00553,OTG-SEA-002,LA DC,480,2026-04-02,2027-01-27,13.65
OTG-LOT-00554,OTG-SEA-002,LA DC,360,2026-05-05,2027-03-01,15.68
OTG-LOT-00555,OTG-SEA-002,Seattle DC,96,2025-09-01,2026-06-28,17.56
